"","OWNER","TABLE_NAME","COLUMN_NAME","DATA_TYPE","DATA_TYPE_MOD","DATA_TYPE_OWNER","DATA_LENGTH","DATA_PRECISION","DATA_SCALE","NULLABLE","COLUMN_ID","DEFAULT_LENGTH","DATA_DEFAULT","NUM_DISTINCT","LOW_VALUE","HIGH_VALUE","DENSITY","NUM_NULLS","NUM_BUCKETS","LAST_ANALYZED","SAMPLE_SIZE","CHARACTER_SET_NAME","CHAR_COL_DECL_LENGTH","GLOBAL_STATS","USER_STATS","AVG_COL_LEN","CHAR_LENGTH","CHAR_USED","V80_FMT_IMAGE","DATA_UPGRADED","HISTOGRAM","DEFAULT_ON_NULL","IDENTITY_COLUMN","EVALUATION_EDITION","UNUSABLE_BEFORE","UNUSABLE_BEGINNING","COLLATION"
"4400","FDW3NF","VW_CAMA_RFC_HIST","RFC_USER","VARCHAR2",NA,NA,30,NA,NA,"Y",15,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,"CHAR_CS",30,"NO","NO",NA,30,"B","NO","YES","NONE","NO","NO",NA,NA,NA,"USING_NLS_COMP"
"4401","FDW3NF","VW_CAMA_RFC_HIST","RFC_TTL_ASSESS","NUMBER",NA,NA,22,12,0,"Y",16,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4402","FDW3NF","VW_CAMA_RFC_HIST","RFC_ACCEPT_CODE","VARCHAR2",NA,NA,1,NA,NA,"Y",17,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,"CHAR_CS",1,"NO","NO",NA,1,"B","NO","YES","NONE","NO","NO",NA,NA,NA,"USING_NLS_COMP"
"4403","FDW3NF","VW_CAMA_RFC_HIST","RFC_ACCEPT_CODE_DESC","VARCHAR2",NA,NA,30,NA,NA,"Y",18,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,"CHAR_CS",30,"NO","NO",NA,30,"B","NO","YES","NONE","NO","NO",NA,NA,NA,"USING_NLS_COMP"
"4404","FDW3NF","VW_CAMA_RFC_HIST","RFC_EXTRACT","NUMBER",NA,NA,22,1,0,"Y",19,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4405","FDW3NF","VW_CAMA_RFC_HIST","RFC_IS_LINE","NUMBER",NA,NA,22,NA,NA,"Y",20,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4406","FDW3NF","VW_CAMA_RFC_HIST","RFC_CREATE_DATE","DATE",NA,NA,7,NA,NA,"Y",21,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4407","FDW3NF","VW_CAMA_RFC_HIST","RFC_LAST_UPDATE","DATE",NA,NA,7,NA,NA,"Y",22,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4408","FDW3NF","VW_CAMA_RFC_HIST","DATE_KEY","NUMBER",NA,NA,22,10,0,"Y",23,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4409","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_AVG_NUM_YRS","NUMBER",NA,NA,22,1,0,"Y",84,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4410","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_IS_ADJ_OE_RATIO_OVR","NUMBER",NA,NA,22,1,0,"Y",85,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4411","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_ADJ_OE_RATIO_OVR","NUMBER",NA,NA,22,12,4,"Y",86,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4412","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_NUM_OF_ROOMS_TYPE","VARCHAR2",NA,NA,6,NA,NA,"Y",87,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,"CHAR_CS",6,"NO","NO",NA,6,"B","NO","YES","NONE","NO","NO",NA,NA,NA,"USING_NLS_COMP"
"4413","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_CREATE_DATE","DATE",NA,NA,7,NA,NA,"Y",88,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4414","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_LAST_UPDATE","DATE",NA,NA,7,NA,NA,"Y",89,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4415","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_ADJ_INT_PGI","NUMBER",NA,NA,22,8,4,"Y",90,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4416","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_NUM_BEDS","NUMBER",NA,NA,22,9,0,"Y",91,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4417","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_NUM_SCREENS","NUMBER",NA,NA,22,9,0,"Y",92,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4418","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_NUM_SEATS","NUMBER",NA,NA,22,9,0,"Y",93,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4419","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_AGI_ADJ_FACTOR","NUMBER",NA,NA,22,12,2,"Y",94,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4420","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_EXP_ADJ_FACTOR","NUMBER",NA,NA,22,12,2,"Y",95,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4421","FDW3NF","VW_CAMA_INCOME_LF_HIST","DATE_KEY","NUMBER",NA,NA,22,10,0,"Y",96,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4422","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_IS_OCC_RATE_OVR","NUMBER",NA,NA,22,1,0,"Y",80,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4423","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_OCC_RATE_OVR","NUMBER",NA,NA,22,9,0,"Y",81,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4424","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_REV_PAR","NUMBER",NA,NA,22,9,2,"Y",82,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4425","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_AVG_DLY_RATE","NUMBER",NA,NA,22,9,2,"Y",83,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4426","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_MNC","NUMBER",NA,NA,22,9,0,"Y",1,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4427","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_PID","NUMBER",NA,NA,22,9,0,"Y",2,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4428","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_BID","NUMBER",NA,NA,22,9,0,"Y",3,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4429","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_SECT_NUM","NUMBER",NA,NA,22,9,0,"Y",4,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4430","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_PCT_TAXES_GI","NUMBER",NA,NA,22,12,4,"Y",5,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4431","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_BLDG_CAT","VARCHAR2",NA,NA,20,NA,NA,"Y",6,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,"CHAR_CS",20,"NO","NO",NA,20,"B","NO","YES","NONE","NO","NO",NA,NA,NA,"USING_NLS_COMP"
"4432","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_BLDG_SUB_CAT","VARCHAR2",NA,NA,4,NA,NA,"Y",7,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,"CHAR_CS",4,"NO","NO",NA,4,"B","NO","YES","NONE","NO","NO",NA,NA,NA,"USING_NLS_COMP"
"4433","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_YEAR","NUMBER",NA,NA,22,4,0,"Y",8,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4434","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_DATE_PERIOD_START","DATE",NA,NA,7,NA,NA,"Y",9,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4435","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_DATE_PERIOD_END","DATE",NA,NA,7,NA,NA,"Y",10,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4436","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_TC_ACTION","VARCHAR2",NA,NA,6,NA,NA,"Y",11,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,"CHAR_CS",6,"NO","NO",NA,6,"B","NO","YES","NONE","NO","NO",NA,NA,NA,"USING_NLS_COMP"
"4437","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_TC_ACTION_DESC","VARCHAR2",NA,NA,40,NA,NA,"Y",12,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,"CHAR_CS",40,"NO","NO",NA,40,"B","NO","YES","NONE","NO","NO",NA,NA,NA,"USING_NLS_COMP"
"4438","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_TC_FLAG","VARCHAR2",NA,NA,4,NA,NA,"Y",13,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,"CHAR_CS",4,"NO","NO",NA,4,"B","NO","YES","NONE","NO","NO",NA,NA,NA,"USING_NLS_COMP"
"4439","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_TC_VALUE","NUMBER",NA,NA,22,12,0,"Y",14,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4440","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_FILING_STATUS","VARCHAR2",NA,NA,4,NA,NA,"Y",15,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,"CHAR_CS",4,"NO","NO",NA,4,"B","NO","YES","NONE","NO","NO",NA,NA,NA,"USING_NLS_COMP"
"4441","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_DATA_STATUS","VARCHAR2",NA,NA,4,NA,NA,"Y",16,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,"CHAR_CS",4,"NO","NO",NA,4,"B","NO","YES","NONE","NO","NO",NA,NA,NA,"USING_NLS_COMP"
"4442","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_DATA_SOURCE","VARCHAR2",NA,NA,4,NA,NA,"Y",17,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,"CHAR_CS",4,"NO","NO",NA,4,"B","NO","YES","NONE","NO","NO",NA,NA,NA,"USING_NLS_COMP"
"4443","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_IS_SECT","NUMBER",NA,NA,22,1,0,"Y",18,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4444","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_SOURCE","VARCHAR2",NA,NA,4,NA,NA,"Y",19,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,"CHAR_CS",4,"NO","NO",NA,4,"B","NO","YES","NONE","NO","NO",NA,NA,NA,"USING_NLS_COMP"
"4445","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_GBA","NUMBER",NA,NA,22,12,0,"Y",20,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4446","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_UNITS","NUMBER",NA,NA,22,12,0,"Y",21,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4447","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_AVG_UNIT_SIZE","NUMBER",NA,NA,22,12,0,"Y",22,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4448","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_LEASE_TYPE","VARCHAR2",NA,NA,4,NA,NA,"Y",23,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,"CHAR_CS",4,"NO","NO",NA,4,"B","NO","YES","NONE","NO","NO",NA,NA,NA,"USING_NLS_COMP"
"4449","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_LEASE_TYPE_DESC","VARCHAR2",NA,NA,20,NA,NA,"Y",24,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,"CHAR_CS",20,"NO","NO",NA,20,"B","NO","YES","NONE","NO","NO",NA,NA,NA,"USING_NLS_COMP"
"4450","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_RENT_TYPE","VARCHAR2",NA,NA,4,NA,NA,"Y",25,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,"CHAR_CS",4,"NO","NO",NA,4,"B","NO","YES","NONE","NO","NO",NA,NA,NA,"USING_NLS_COMP"
"4451","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_RENT_TYPE_DESC","VARCHAR2",NA,NA,20,NA,NA,"Y",26,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,"CHAR_CS",20,"NO","NO",NA,20,"B","NO","YES","NONE","NO","NO",NA,NA,NA,"USING_NLS_COMP"
"4452","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_GROSS_INC","NUMBER",NA,NA,22,12,0,"Y",27,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4453","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_GROSS_INC_PGSF","NUMBER",NA,NA,22,12,2,"Y",28,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4454","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_GROSS_INC_MR","NUMBER",NA,NA,22,12,0,"Y",29,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4455","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_ADJ_INC","NUMBER",NA,NA,22,12,0,"Y",30,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4456","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_ADJ_INC_PGSF","NUMBER",NA,NA,22,12,2,"Y",31,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4457","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_ADJ_INC_MR","NUMBER",NA,NA,22,12,0,"Y",32,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4458","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_ADJ_INC_PGI","NUMBER",NA,NA,22,12,4,"Y",33,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4459","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_VAC_INC","NUMBER",NA,NA,22,12,0,"Y",34,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4460","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_VAC_INC_PGSF","NUMBER",NA,NA,22,12,2,"Y",35,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4461","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_VAC_INC_MR","NUMBER",NA,NA,22,12,0,"Y",36,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4462","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_VAC_INC_PGI","NUMBER",NA,NA,22,8,4,"Y",37,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4463","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_AGI","NUMBER",NA,NA,22,12,0,"Y",38,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4464","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_AGI_PGSF","NUMBER",NA,NA,22,12,2,"Y",39,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4465","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_AGI_MR","NUMBER",NA,NA,22,12,0,"Y",40,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4466","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_AGI_PGI","NUMBER",NA,NA,22,14,4,"Y",41,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4467","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_VAC_PCT","NUMBER",NA,NA,22,6,3,"Y",42,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4468","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_EXP","NUMBER",NA,NA,22,12,0,"Y",43,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4469","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_EXP_PGSF","NUMBER",NA,NA,22,12,2,"Y",44,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4470","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_EXP_MR","NUMBER",NA,NA,22,12,0,"Y",45,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4471","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_EXP_PAGI","NUMBER",NA,NA,22,8,4,"Y",46,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4472","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_NOI","NUMBER",NA,NA,22,12,0,"Y",47,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4473","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_NOI_PGSF","NUMBER",NA,NA,22,12,2,"Y",48,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4474","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_NOI_MR","NUMBER",NA,NA,22,12,0,"Y",49,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4475","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_NOI_PAGI","NUMBER",NA,NA,22,8,4,"Y",50,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4476","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_BASE_CAP_RATE","NUMBER",NA,NA,22,9,5,"Y",51,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4477","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_CAP_OVR","NUMBER",NA,NA,22,1,0,"Y",52,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4478","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_EFF_TAX_RATE","NUMBER",NA,NA,22,9,5,"Y",53,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4479","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_TOT_CAP_RATE","NUMBER",NA,NA,22,9,5,"Y",54,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4480","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_GIM","NUMBER",NA,NA,22,10,5,"Y",55,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4481","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_GIM_OVR","NUMBER",NA,NA,22,1,0,"Y",56,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4482","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_INC_VAL","NUMBER",NA,NA,22,12,0,"Y",57,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4483","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_INC_VAL_PGSF","NUMBER",NA,NA,22,12,2,"Y",58,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4484","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_EXC_LAND","NUMBER",NA,NA,22,12,0,"Y",59,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
"4485","FDW3NF","VW_CAMA_INCOME_LF_HIST","ILF_TOT_VAL","NUMBER",NA,NA,22,12,0,"Y",60,NA,NA,NA,<NULL>,<NULL>,NA,NA,NA,NA,NA,NA,NA,"NO","NO",NA,0,NA,"NO","YES","NONE","NO","NO",NA,NA,NA,NA
