block,predicted,actual,n,median_sales_ratio,r,spearmans,cod,prd,prb,clapp,gini,ci,ki,mki,accuracy,uniformity,vertical_equity
770,prediction,GROSSCON,9,0.9787,0.9055451076092105,0.7802777777777777,8.575891550838035,1.0193257825612543,-0.16302023396054588,1.2667062006929986,0.15038163347684533,0.12529991688606776,-0.02508171659077757,0.8332128996681003,TRUE,TRUE,TRUE
771,prediction,GROSSCON,27,1.0184,0.7467994975444898,0.6816083519170316,11.893797480220504,1.0354420650602814,-0.17830843018217407,1.2586609970018172,0.1867500517976842,0.12709955097820128,-0.05965050081948292,0.6805864295871503,TRUE,TRUE,FALSE
772,prediction,GROSSCON,6,0.9768,0.9132689214043145,0.5102040816326531,9.555023579278554,1.023370737085432,-0.12242571421329329,1.2208655104196866,0.15671392479067917,0.11198338300742498,-0.04473054178325418,0.714572002181681,TRUE,TRUE,TRUE
773,prediction,GROSSCON,16,0.9846,0.8982118759341848,0.73757785467128,10.39374291337634,1.018862711576416,-0.07346138362096284,1.1311084421071378,0.20320695131860833,0.17388362975786187,-0.029323321560746463,0.8556972516418968,TRUE,TRUE,TRUE
774,prediction,GROSSCON,2,,,,,,,,,,,,,,
775,prediction,GROSSCON,8,0.9757,0.9694914178478445,0.29044750430292604,5.171874669907388,1.0070867067726261,-0.06117405154888643,1.2612726278860624,0.13463478260869555,0.10593214749351265,-0.028702635115182895,0.7868111452401967,TRUE,TRUE,TRUE
776,prediction,GROSSCON,3,,,,,,,,,,,,,,
779,prediction,GROSSCON,5,,,,,,,,,,,,,,
786,prediction,GROSSCON,3,,,,,,,,,,,,,,
790,prediction,GROSSCON,28,1.0151,0.6673603727625017,0.6402628246781107,17.77863482923216,1.0534468482888595,-0.18157235820165943,1.2286955743967134,0.21830124717993016,0.15070503312012334,-0.06759621405980681,0.6903535140864675,TRUE,FALSE,FALSE
791,prediction,GROSSCON,20,1.0297,0.9273677477731606,0.7684261482018299,10.95470627450267,1.0332769891843576,-0.050817152906355204,1.1019353501159839,0.31740680231694646,0.2775487654431634,-0.03985803687378303,0.8744260155017636,TRUE,TRUE,FALSE
793,prediction,GROSSCON,5,,,,,,,,,,,,,,
795,prediction,GROSSCON,4,,,,,,,,,,,,,,
796,prediction,GROSSCON,12,0.9588,0.9646481984027792,0.715976331360947,12.26847759476742,1.0414512129958677,-0.057324425049326805,1.112153979249937,0.34949449513772873,0.30983374524255,-0.03966074989517876,0.8865196721351812,TRUE,TRUE,FALSE
797,prediction,GROSSCON,7,1.0588,0.721782395468586,0.08791208791208788,10.608122187683941,1.0222201192502773,-0.5657442043288506,2.386557275793515,0.10032715376226824,0.027706658723760214,-0.07262049503850802,0.27616310923574044,TRUE,TRUE,TRUE
798,prediction,GROSSCON,20,0.99,0.9429711908393816,0.8386703601108034,10.907814317928285,1.030812066141826,-0.06548805533084863,1.0654042304705822,0.2593631983331163,0.22462054184817007,-0.034742656484946205,0.8660463137861061,TRUE,TRUE,FALSE
799,prediction,GROSSCON,7,0.9825,0.9948448855695701,0.8622448979591831,17.480708957125174,1.0598591532641946,-0.03411836710504732,1.0581432442871903,0.536736224652761,0.5213449674939155,-0.015391257158845595,0.9713243555178284,TRUE,FALSE,TRUE
801,prediction,GROSSCON,1,,,,,,,,,,,,,,
802,prediction,GROSSCON,5,,,,,,,,,,,,,,
804,prediction,GROSSCON,3,,,,,,,,,,,,,,
816,prediction,GROSSCON,41,0.9985,0.9664222488263438,0.8507848676425678,9.296724722233506,1.0177345310697083,-0.038023217102669496,1.0760445312041178,0.288510323771118,0.2682408373094418,-0.0202694864616762,0.9297443287410524,TRUE,TRUE,TRUE
817,prediction,GROSSCON,54,1.0099,0.9176693253766589,0.8636869966920043,8.861033255193808,1.0195252202703704,-0.0400066819701418,1.066717406242108,0.2529197653641833,0.22733462486326245,-0.025585140500920867,0.8988408815575153,TRUE,TRUE,TRUE
818,prediction,GROSSCON,3,,,,,,,,,,,,,,
822,prediction,GROSSCON,4,,,,,,,,,,,,,,
823,prediction,GROSSCON,1,,,,,,,,,,,,,,
825,prediction,GROSSCON,4,,,,,,,,,,,,,,
827,prediction,GROSSCON,4,,,,,,,,,,,,,,
830,prediction,GROSSCON,1,,,,,,,,,,,,,,
831,prediction,GROSSCON,3,,,,,,,,,,,,,,
832,prediction,GROSSCON,3,,,,,,,,,,,,,,
836,prediction,GROSSCON,2,,,,,,,,,,,,,,
837,prediction,GROSSCON,8,1.0854,0.5493942839956477,0.0896442914515204,11.962026853368299,1.02971727352571,-0.5690804815922044,2.2708955512047373,0.11715867158671589,0.0337608240533831,-0.08339784753333279,0.28816325412493915,TRUE,TRUE,TRUE
841,prediction,GROSSCON,5,,,,,,,,,,,,,,
842,prediction,GROSSCON,54,0.9987,0.9062666481338565,0.8506098565952488,9.156187779832687,1.0127041264654741,-0.05018131833627338,1.1423643866722357,0.196408041636439,0.1766854452868103,-0.019722596349628696,0.8995835598924397,TRUE,TRUE,TRUE
846,prediction,GROSSCON,1,,,,,,,,,,,,,,
847,prediction,GROSSCON,8,0.9862,0.799447852871075,0.7346938775510207,9.06287350465927,1.0296224923305635,-0.13752022449532839,1.123104858715345,0.18191854759568193,0.13093382452433344,-0.05098472307134849,0.7197387306287032,TRUE,TRUE,TRUE
848,prediction,GROSSCON,4,,,,,,,,,,,,,,
849,prediction,GROSSCON,2,,,,,,,,,,,,,,
850,prediction,GROSSCON,2,,,,,,,,,,,,,,
851,prediction,GROSSCON,6,0.9944,0.8844012005134891,0.5102040816326531,8.30154928802128,1.0064989709084569,-0.03452427631170937,1.1005003952917871,0.1421643330438318,0.12110794901473672,-0.021056384029095085,0.8518870128796439,TRUE,TRUE,TRUE
857,prediction,GROSSCON,10,1.1339,0.22765891200521457,0.39403120739281927,15.395908800230623,1.1903215997068077,-0.4138396090360881,2.9123384604118203,0.25041938490214355,0.05637330987352431,-0.19404607502861923,0.22511559915999843,FALSE,FALSE,FALSE
859,prediction,GROSSCON,1,,,,,,,,,,,,,,
862,prediction,GROSSCON,14,1.1373,0.3759728167330002,0.3856459096459098,19.92409570527642,1.1135990202920358,-0.5088825135672509,2.465342634175671,0.2214151269542504,0.05539055633394823,-0.16602457062030215,0.2501660889022873,FALSE,FALSE,FALSE
864,prediction,GROSSCON,36,1.0098,0.8885300238572432,0.797354362573288,8.997477558958392,1.0174094923435943,-0.08053978332469827,1.0837199311073686,0.19277790020272276,0.16250634475174408,-0.030271555450978677,0.8429718581894217,TRUE,TRUE,TRUE
865,prediction,GROSSCON,4,,,,,,,,,,,,,,
866,prediction,GROSSCON,17,0.9304,0.9259901957284262,0.6716152153268717,13.79081653731121,1.0297593734496497,-0.06609525852715838,1.0970422792521335,0.2636034861463468,0.21963615745641385,-0.04396732868993297,0.8332065735066824,TRUE,TRUE,TRUE
867,prediction,GROSSCON,41,1.0171,0.3545138984142611,0.6250618567843156,11.22617789673177,1.053126975110607,-0.3268609672500575,1.2879439184793524,0.17782015785301522,0.0936270135206782,-0.08419314433233702,0.5265264335108147,TRUE,TRUE,FALSE
871,prediction,GROSSCON,43,1.0003,0.6231116245389513,0.642007162761686,14.267977968008536,1.0621220706674916,-0.1637361673644938,1.321978895439967,0.24008651543567414,0.15456680308938853,-0.08551971234628561,0.6437962698942219,TRUE,TRUE,FALSE
873,prediction,GROSSCON,27,0.9755,0.8969691258073474,0.8781550611880481,13.673466041312452,1.0464565757458673,-0.0699063802492238,1.113107240090448,0.3167960187091818,0.2723400743315925,-0.04445594437758926,0.8596701291931331,TRUE,TRUE,FALSE
874,prediction,GROSSCON,12,0.9855,0.9632130295617466,0.9178443933688692,7.644318576315155,1.0025251316499502,-0.003971391528606436,1.0110155675285524,0.2376483279395901,0.23681134837958182,-8.369795600082774e-4,0.9964780751151717,TRUE,TRUE,TRUE
875,prediction,GROSSCON,46,1.0032,0.8047448409787812,0.8531836768025681,9.092976429336936,1.032240618239271,-0.09854256579235808,1.1345098043184079,0.217052302927715,0.17285152371558501,-0.044200779212129976,0.7963588562944196,TRUE,TRUE,FALSE
876,prediction,GROSSCON,5,,,,,,,,,,,,,,
877,prediction,GROSSCON,59,1.0226,0.9458684834117584,0.9110910880505884,11.33478944717179,1.0508450333686197,-0.05184749555112,1.1097743730012957,0.3868089375905533,0.3441596849173463,-0.042649252673207017,0.8897407776074908,TRUE,TRUE,FALSE
880,prediction,GROSSCON,25,0.9934,0.8822896818493758,0.8481141413344374,8.761560502413365,1.016881053444155,-0.07827890198079965,1.1140477488689875,0.1861100423239708,0.15703459419179253,-0.029075448132178272,0.8437728143569747,TRUE,TRUE,TRUE
881,prediction,GROSSCON,6,1.0112,0.10113111248211337,0.1379591836734694,9.208064822864428,1.0099284339108616,-0.8301135460679697,7.333142507863829,0.054564172958133206,0.003973078851687776,-0.05059109410644543,0.07281479103030294,TRUE,TRUE,TRUE
882,prediction,GROSSCON,6,1.0512,0.4482017358772675,0.5252100840336135,15.007366753789919,1.1127697695762166,-0.30085939051166655,1.0733460626237583,0.24432477216238593,0.11892300857028,-0.12540176359210592,0.4867415101537065,TRUE,FALSE,FALSE
883,prediction,GROSSCON,11,1.0556,0.06998582258887183,0.40285654712260227,23.931315296732222,1.1846123323280051,-0.6721891757960138,2.2315389147455273,0.2646761824186021,0.056278177923736745,-0.20839800449486534,0.21263030700181876,TRUE,FALSE,FALSE
884,prediction,GROSSCON,15,0.9639,0.9603212213909039,0.7718877551020406,6.785489359425206,1.0180711075907194,-0.10066278182475442,1.170975432474907,0.18690729763451042,0.1557964445219658,-0.031110853112544606,0.8335492861633439,TRUE,TRUE,TRUE
885,prediction,GROSSCON,17,1.0263,0.8983569228931649,0.8938424756405632,9.802463732036559,1.0587147998163857,-0.03173859219111051,1.0402325304657516,0.428037276956801,0.3857809207376306,-0.0422563562191704,0.9012787939415028,TRUE,TRUE,TRUE
886,prediction,GROSSCON,5,,,,,,,,,,,,,,
888,prediction,GROSSCON,12,1.0334,0.45200715948405507,0.3259600049073734,20.423960915013307,1.0822073748094818,-0.30546819450873314,1.5405543407297024,0.20784281365753468,0.08160828911268088,-0.1262345245448538,0.39264426648470957,TRUE,FALSE,FALSE
889,prediction,GROSSCON,11,0.9988,0.8179646397958493,0.6650269821502697,7.840429707931203,1.0127197859004953,-0.11676939815039437,1.210887837181167,0.12397054741100112,0.09367371091354232,-0.030296836497458804,0.7556126263037678,TRUE,TRUE,TRUE
890,prediction,GROSSCON,44,0.9991,0.8567698938096763,0.82436801200947,9.482060067166067,1.0247166235443286,-0.06814837036602783,1.0754969845935156,0.2194426340921078,0.18213940258627595,-0.03730323150583184,0.8300091882319716,TRUE,TRUE,TRUE
891,prediction,GROSSCON,47,1.0138,0.8578489077294541,0.8347645496502809,13.0065868746994,1.0634513903385718,-0.11815468903461013,1.1697092141817862,0.3002832065969342,0.23407955661301783,-0.06620364998391637,0.7795292959130393,TRUE,TRUE,FALSE
892,prediction,GROSSCON,25,0.9856,0.9773338214702653,0.9127597633136094,6.898540030393682,1.0193143179635595,-0.057513837878599795,1.0976080384956484,0.2555049393458566,0.23258441720676332,-0.02292052213909329,0.9102932326953272,TRUE,TRUE,TRUE
893,prediction,GROSSCON,49,1.0061,0.8206117202796811,0.8023764267553933,10.507634431803227,1.0253821436928905,-0.09719754668646645,1.1631084730328214,0.20287771919524086,0.16453855270943618,-0.03833916648580468,0.8110232772830579,TRUE,TRUE,TRUE
894,prediction,GROSSCON,12,1.0353,0.9017822207815747,0.6134285295124458,9.668569179184283,1.034641702253872,-0.14911069894627293,1.1962865216810368,0.1869674571399241,0.1309957909266896,-0.05597166621323452,0.700634179501377,TRUE,TRUE,FALSE
895,prediction,GROSSCON,13,0.999,0.7853472146855178,0.5640495867768597,8.7518710547864,1.0098129014175843,-0.10759886115376112,1.0829784767877464,0.11006815968841284,0.07942405908781229,-0.03064410060060055,0.7215897795752232,TRUE,TRUE,TRUE
896,prediction,GROSSCON,24,1.0245,0.3075518675027849,0.6093433818106171,10.088245773705054,1.039719267331492,-0.2901146560999604,1.5377481726514912,0.13707158835376868,0.06817946512511242,-0.06889212322865626,0.49740041640976485,TRUE,TRUE,FALSE
897,prediction,GROSSCON,29,0.9931,0.7143973117728026,0.7093818094329357,12.974400992901753,1.0380197232824806,-0.1052437394759387,1.1353499486583603,0.22390750309941793,0.16883077227065502,-0.05507673082876291,0.7540201642804792,TRUE,TRUE,FALSE
898,prediction,GROSSCON,37,1.0418,0.5775841627459845,0.6365519651844512,9.316728903011775,1.0409740552743183,-0.1654489869715368,1.2272611114680205,0.19038720825452732,0.12042242864540652,-0.0699647796091208,0.6325132331601534,TRUE,TRUE,FALSE
899,prediction,GROSSCON,42,1.0651,0.4177086561486907,0.542515202125506,15.269990625201505,1.0923888444038459,-0.29869001585071886,1.4789717735489594,0.24009877343169148,0.11780722173518196,-0.12229155169650952,0.49066148923371455,TRUE,FALSE,FALSE
901,prediction,GROSSCON,4,,,,,,,,,,,,,,
902,prediction,GROSSCON,24,1.0126,0.9562192187664125,0.7279996974109726,8.247259463183369,1.0189240164863125,-0.06223314870306532,1.1172137133175453,0.22565746237446835,0.19620941464745942,-0.02944804772700893,0.8695011128054732,TRUE,TRUE,TRUE
904,prediction,GROSSCON,14,1.0043,0.8034381391257058,0.4834003001403882,9.477449297287462,1.0363099453354656,-0.1650171455682059,1.1891099261432512,0.17862906461060973,0.13229430856662713,-0.0463347560439826,0.7406090876365115,TRUE,TRUE,FALSE
905,prediction,GROSSCON,33,1.0086,0.6103040647651613,0.5692932156433219,11.8145831115184,1.0259161498541574,-0.24808529851293407,1.3070121126795444,0.13582657199214032,0.0790754720143469,-0.056751099977793415,0.5821796932261727,TRUE,TRUE,TRUE
906,prediction,GROSSCON,23,1.0024,0.8191305760435562,0.5894962036588605,12.474689296715463,1.0428439007313426,-0.12159368467351638,1.1641425650579593,0.20355599032992444,0.1364757808010855,-0.06708020952883895,0.6704581898075559,TRUE,TRUE,FALSE
907,prediction,GROSSCON,23,1.0025,0.8807623705720046,0.9040735103620613,7.951189704043267,1.0223017699155743,-0.11169591109900776,1.1807725410546295,0.18513364737132196,0.15021369702112408,-0.034919950350197876,0.811379774308886,TRUE,TRUE,TRUE
908,prediction,GROSSCON,6,1.0131,0.9038911222109534,0.7067226890756302,4.356947723025007,1.003749852128017,-0.07742893860653545,1.0269908564038572,0.08243614101752161,0.07326036459919694,-0.009175776418324677,0.8886923101316159,TRUE,FALSE,TRUE
909,prediction,GROSSCON,32,1.0068,0.9375710413271278,0.9158045006838241,9.073668303488391,1.0170343111540716,-0.03663534223551756,1.070638515706953,0.23849277662600588,0.22143447822609086,-0.017058298399915017,0.9284745700006457,TRUE,TRUE,TRUE
910,prediction,GROSSCON,6,1.0367,0.9655039211417042,0.9714285714285714,3.2145259469123144,1.0027396990479505,-0.022826034737760747,1.0294724237062454,0.12034239677744211,0.11222599691268782,-0.008116399864754292,0.9325557735087782,TRUE,FALSE,TRUE
912,prediction,GROSSCON,2,,,,,,,,,,,,,,
913,prediction,GROSSCON,13,1.0466,0.5324501083811928,0.8544183089637636,11.96961953725907,1.0563751622203814,-0.12654422362069997,1.136138719050212,0.21544156139167825,0.14707838210368168,-0.06836317928799657,0.6826834207550577,TRUE,TRUE,FALSE
915,prediction,GROSSCON,15,1.0194,0.6432632358579029,0.7268368259647328,5.615191079205813,1.0083524753436026,-0.11782763096522754,1.2113560647606862,0.09213141169098549,0.06605417096503838,-0.02607724072594711,0.7169560278375869,TRUE,TRUE,TRUE
916,prediction,GROSSCON,32,1.0186,0.8434081487656868,0.8603851511701492,6.8594150075085185,1.0132314144473529,-0.0542052661919473,1.1300754119592533,0.16724118975919988,0.14379077207512037,-0.023450417684079516,0.8597808487380154,TRUE,TRUE,TRUE
917,prediction,GROSSCON,31,1.0252,0.42217610849734294,0.5485198112112625,8.183340528091332,1.0313732446920667,-0.22938022800951688,1.153108575500972,0.1335815429015184,0.07694799457006676,-0.05663354833145165,0.5760376239013488,TRUE,TRUE,FALSE
918,prediction,GROSSCON,14,1.0225,0.8156155754626626,0.7138306627293413,5.189926348421487,1.0051689773749228,-0.08083981757781544,1.0302962018554838,0.08741131732788457,0.07353436306597391,-0.013876954261910657,0.8412453365751548,TRUE,TRUE,TRUE
921,prediction,GROSSCON,26,1.0349,0.4218766876695694,0.790326192614544,17.86299106837439,1.1225442539401134,-0.1798204748191724,1.4583427877363206,0.2709249765909719,0.15700818179114123,-0.11391679479983069,0.5795264200693604,TRUE,FALSE,FALSE
924,prediction,GROSSCON,2,,,,,,,,,,,,,,
927,prediction,GROSSCON,3,,,,,,,,,,,,,,
928,prediction,GROSSCON,22,1.0112,0.6858515224388745,0.7781655833780708,10.766563697176954,1.0299162413777039,-0.10890990486434807,1.1396181138290797,0.19642605674163008,0.14952463488016107,-0.046901421861469006,0.7612260682748369,TRUE,TRUE,TRUE
930,prediction,GROSSCON,39,1.0522,0.31379881967395523,0.6583313541277713,12.560133123361533,1.0778911713003945,-0.21542273273047743,1.265774010081779,0.22222037457704474,0.12396716067608993,-0.09825321390095482,0.5578568612893323,TRUE,TRUE,FALSE
940,prediction,GROSSCON,7,1.0186,0.041728513677761654,0.1825619834710744,6.332326457827615,1.0043918123247393,-1.1753757120337123,-7.269193065202783,0.03540821676307233,-0.004236486741006169,-0.0396447035040785,-0.11964699519757951,TRUE,TRUE,TRUE
943,prediction,GROSSCON,7,1.0214,0.5037495631444874,0.37532467532467523,15.578220745949414,1.0497764301478847,-0.43051514832502985,1.823430291605439,0.15117680769914824,0.05356835073393183,-0.0976084569652164,0.35434238590707884,TRUE,FALSE,FALSE
1007,prediction,GROSSCON,4,,,,,,,,,,,,,,
1009,prediction,GROSSCON,2,,,,,,,,,,,,,,
1010,prediction,GROSSCON,7,0.9852,0.9876150056500388,0.7971938775510201,3.7153319302141248,1.0095763894198742,-0.06435853204453683,1.0976260063418843,0.16881800441041683,0.14820558861054753,-0.020612415799869305,0.8779015551578371,TRUE,FALSE,TRUE
1011,prediction,GROSSCON,23,1.0489,0.9126301196358462,0.8246506350669437,22.52194512882421,1.1094462438736952,-0.12630487267395868,1.1771916243054334,0.43065622404209747,0.38804179956992274,-0.04261442447217473,0.901047698620956,TRUE,FALSE,FALSE
1026,prediction,GROSSCON,3,,,,,,,,,,,,,,
1029,prediction,GROSSCON,3,,,,,,,,,,,,,,
1030,prediction,GROSSCON,26,1.0043,0.8847201498104756,0.784455521616101,17.279792359058348,1.056762484890448,-0.131187820393622,1.1263126790287619,0.2787886315133702,0.23076106266878654,-0.048027568844583646,0.8277276638438525,TRUE,FALSE,FALSE
1035,prediction,GROSSCON,1,,,,,,,,,,,,,,
1036,prediction,GROSSCON,16,1.0136,0.7319203301291848,0.6390563952628326,10.527360140766804,1.0180035856833252,-0.16698003852536863,1.202386107826612,0.1252767527675276,0.08719343003995217,-0.03808332272757542,0.696006466592844,TRUE,TRUE,TRUE
1038,prediction,GROSSCON,1,,,,,,,,,,,,,,
1043,prediction,GROSSCON,3,,,,,,,,,,,,,,
1044,prediction,GROSSCON,2,,,,,,,,,,,,,,
1045,prediction,GROSSCON,8,1.0216,0.9737715888104014,0.9529478458049888,8.852264904444883,1.0277659291877828,-0.3609712703720008,1.8508380955450554,0.1396177518626498,0.07592074187908415,-0.06369700998356564,0.5437757080759462,TRUE,TRUE,TRUE
1046,prediction,GROSSCON,42,1.0176,0.781555542286405,0.5883972319842021,11.849093829614073,1.0380214661762566,-0.23359507789279674,1.323011151154245,0.177591674362186,0.10508322758661796,-0.07250844677556804,0.5917125786668802,TRUE,TRUE,FALSE
1049,prediction,GROSSCON,25,1.0046,0.9331018780645464,0.7923710489450237,6.530791975484165,1.0087849496705348,-0.04287613630314579,1.028446447763341,0.16566168910648713,0.14831310792998878,-0.017348581176498346,0.8952770476380528,TRUE,TRUE,TRUE
1053,prediction,GROSSCON,3,,,,,,,,,,,,,,
1054,prediction,GROSSCON,8,1.0064,0.870551856700302,0.59465737514518,9.094527679878684,1.022194466817423,-0.25535932528540545,1.4625626261457207,0.13683526909356236,0.08671243813921192,-0.05012283095435044,0.6336994746575279,TRUE,TRUE,TRUE
1055,prediction,GROSSCON,5,,,,,,,,,,,,,,
1056,prediction,GROSSCON,5,,,,,,,,,,,,,,
1058,prediction,GROSSCON,3,,,,,,,,,,,,,,
1059,prediction,GROSSCON,5,,,,,,,,,,,,,,
1064,prediction,GROSSCON,5,,,,,,,,,,,,,,
1065,prediction,GROSSCON,3,,,,,,,,,,,,,,
1066,prediction,GROSSCON,12,1.0088,0.8406752227958926,0.8036965220067713,7.355115066642336,1.0069425631160844,-0.03622612375378455,1.1332859904934491,0.1292727084542212,0.10849879881542446,-0.020773909638796745,0.8393016601322829,TRUE,TRUE,TRUE
1067,prediction,GROSSCON,28,1.0331,0.9519662018048565,0.9166208419717388,6.277443399922454,1.0044911375935974,-0.007861560309361491,1.0121734836774063,0.19821248442038783,0.19023732921892592,-0.007975155201461914,0.9597646171239776,TRUE,TRUE,TRUE
1076,prediction,GROSSCON,3,,,,,,,,,,,,,,
1114,prediction,GROSSCON,7,1.0274,0.947040207582744,0.7971938775510201,6.907319029820017,1.0194919982099249,-0.07011719227430852,1.114131664219213,0.2203885164173973,0.1943953344806089,-0.0259931819367884,0.8820574576237924,TRUE,TRUE,TRUE
1117,prediction,GROSSCON,16,0.9818,0.8730998667364537,0.8843476565884085,13.55340245796841,1.0595004289566412,-0.05251925562068895,1.0993554406268744,0.4140642520744562,0.36742442221615246,-0.04663982985830373,0.8873608875322155,TRUE,TRUE,FALSE
1118,prediction,GROSSCON,16,1.029,0.33727030714210937,0.5150173010380621,18.462184900447568,1.0988680694454092,-0.39526769147281826,1.8037937684600298,0.21987814136531258,0.08763716763552254,-0.13224097372979005,0.39857153190102396,TRUE,FALSE,FALSE
1119,prediction,GROSSCON,20,1.011,0.8366395925540263,0.8503629276351147,16.861092577305563,1.068465768290896,-0.07542624180998866,1.0801680735430348,0.32687630933256423,0.27792802066407685,-0.04894828866848738,0.850254401218513,TRUE,FALSE,FALSE
1120,prediction,GROSSCON,23,0.9814,0.9479850911733111,0.9531315908700337,13.732768488913175,1.0588613567021319,-0.04837186681648864,1.0735421194798844,0.4287101975370529,0.39745424148546804,-0.03125595605158488,0.927093042733411,TRUE,TRUE,TRUE
1121,prediction,GROSSCON,20,0.9649,0.9244155288392587,0.8406801427949104,21.37191221082964,1.0912261320574637,-0.0748078234291165,1.0795636781719227,0.4608714244987171,0.4204754683055311,-0.04039595619318598,0.9123487505498435,TRUE,FALSE,FALSE
1122,prediction,GROSSCON,19,1.0109,0.9370138236519416,0.7655291653189161,10.6324679716399,1.0600591614759531,-0.04538499934293191,1.0881653730360805,0.35105295169892364,0.29058233023897123,-0.06047062145995241,0.8277450134878389,TRUE,TRUE,TRUE
1123,prediction,GROSSCON,6,0.9754,0.7350640686184613,0.7844897959183674,20.937805303914722,1.0803199201263944,-0.047717533389197646,1.1377178947170565,0.2805490245917266,0.16882471371437457,-0.11172431087735202,0.6017654631309427,TRUE,FALSE,TRUE
1124,prediction,GROSSCON,39,0.9673,0.8852596458032518,0.8699839422817046,19.347983923968503,1.0928691783390991,-0.054877930452707994,1.0695228244888422,0.4940590247208518,0.45020699123220015,-0.04385203348865163,0.9112413066162925,TRUE,FALSE,FALSE
1125,prediction,GROSSCON,32,1.0178,0.8891919681311532,0.8526178222660975,16.530861232565087,1.0631193621523232,-0.058358557024512286,1.065125979471273,0.4046435430284119,0.36900065883524524,-0.035642884193166635,0.9119153516539272,TRUE,FALSE,FALSE
1126,prediction,GROSSCON,26,1.021,0.635434384299868,0.8580542986425338,15.334843121679743,1.0697801978104817,-0.06396327143778163,1.1133429013726654,0.2955255161732894,0.22939455420315533,-0.0661309619701341,0.77622588118125,TRUE,FALSE,FALSE
1127,prediction,GROSSCON,5,,,,,,,,,,,,,,
1128,prediction,GROSSCON,4,,,,,,,,,,,,,,
1129,prediction,GROSSCON,14,0.9877,0.7081460269079849,0.6414096916299559,20.281166265488775,1.1236245201682824,-0.12815845261967929,1.1524150582478903,0.3572727194022874,0.26145058380771097,-0.09582213559457642,0.7317955433180412,TRUE,FALSE,FALSE
1138,prediction,GROSSCON,52,1.0025,0.7606986580515456,0.6747787366373272,14.920341578149795,1.0472806581889498,-0.1459345989523864,1.2162261296665058,0.21732879912596997,0.1543652252452764,-0.06296357388069357,0.710284259914407,TRUE,TRUE,FALSE
1140,prediction,GROSSCON,31,1.0677,0.4606467441900241,0.4067341953164958,18.61984962184971,1.108643955889408,-0.1672716335798399,1.4277655861448235,0.2913099149966832,0.16959533328923543,-0.12171458170744776,0.5821818089891188,TRUE,FALSE,FALSE
1141,prediction,GROSSCON,5,,,,,,,,,,,,,,
1142,prediction,GROSSCON,16,1.0522,0.373143515204732,0.6637456747404842,18.08272694848664,1.1100964974477159,-0.18423983563744806,1.1096150736155526,0.2714710796364004,0.1414930532710652,-0.12997802636533518,0.5212085702115173,TRUE,FALSE,FALSE
1143,prediction,GROSSCON,15,1.0234,0.9419484084141717,0.895727040816326,9.874414593361697,1.0357982252398006,-0.015403673705109887,1.0175505952164812,0.546352307700901,0.538048898507787,-0.008303409193114009,0.9848020973352241,TRUE,TRUE,TRUE
1144,prediction,GROSSCON,14,1.0015,0.9877242044301473,0.9543302512465507,3.97339333385583,1.0131052471521569,-0.07641030779409173,1.1316439227127058,0.17821577085991894,0.1571651132459273,-0.021050657613991636,0.8818810618587855,TRUE,FALSE,TRUE
1145,prediction,GROSSCON,24,1.0069,0.9261376784321863,0.8399456994740228,7.890877729853077,1.017473677891862,-0.12461844247949523,1.250111687428199,0.16423986593309303,0.13054470515831662,-0.03369516077477641,0.7948417664411458,TRUE,TRUE,TRUE
1146,prediction,GROSSCON,9,0.9822,0.7141047112584135,0.5136111111111111,10.581601190131737,1.0549989744938575,-0.19037998240871068,1.5041138734201303,0.22073442889024145,0.1472044621449287,-0.07352996674531276,0.6668849208753248,TRUE,TRUE,FALSE
1147,prediction,GROSSCON,6,1.0402,0.9947539572544669,0.5951020408163266,9.732115253301664,1.064814261243161,-0.08019971727725739,1.149014351076111,0.37327823691460055,0.32485612678958137,-0.04842211012501918,0.870278775089432,TRUE,TRUE,FALSE
1148,prediction,GROSSCON,8,0.9958,0.9647573072440412,1,8.289934366254933,1.0268654880442782,-0.06882252066622539,1.0572610724225149,0.2684592507976524,0.24922012348839484,-0.019239127309257587,0.9283350182491613,TRUE,TRUE,TRUE
1149,prediction,GROSSCON,4,,,,,,,,,,,,,,
1150,prediction,GROSSCON,13,1.0117,0.7389576406621751,0.8021072334259148,18.51424011829667,1.090720610067031,-0.2770691444229758,1.3599126580880316,0.25273104867732077,0.19947453580251207,-0.053256512874808704,0.7892759391711899,TRUE,FALSE,FALSE
1162,prediction,GROSSCON,46,1.0154,0.8219252210095798,0.8528288394100239,12.439192678328588,1.0534534515329723,-0.07243678808255129,1.0754223472233788,0.3194317834623771,0.2692402637492637,-0.05019151971311342,0.8428724932469814,TRUE,TRUE,FALSE
1163,prediction,GROSSCON,15,1.0291,0.803500727403053,0.7844897959183671,9.619184434160529,1.0268205614938626,-0.1382642204184628,1.1930621571135753,0.17559454807653813,0.1261080475267401,-0.04948650054979803,0.7181774656908604,TRUE,TRUE,TRUE
1164,prediction,GROSSCON,7,1.0463,0.9772448328984817,0.6574675324675323,7.338830345801845,1.0197127402020723,-0.05821469707006883,1.1285132432649088,0.21248407275362652,0.17668339277466671,-0.035800679978959804,0.8315135835123493,TRUE,TRUE,TRUE
1165,prediction,GROSSCON,4,,,,,,,,,,,,,,
